Coordinates,Date,State,County,Urban Area,Census Block,Census Tract
"(-72.05057962405677, 42.07798155924967)",2023-08-18,Massachusetts,Worcester,,1009,7573
"(-69.7826867391559, 44.22986789203904)",2023-08-18,Maine,Kennebec,,2004,109
"(-71.44294335082695, 43.14723192110969)",2023-08-18,New Hampshire,Merrimack,,2031,32.02
"(-71.50126409495066, 42.53187403616218)",2023-08-18,Massachusetts,Middlesex,,3011,3241.02
"(-70.92985309527255, 42.92506587184226)",2023-08-18,New Hampshire,Rockingham,,2026,625
"(-71.11927737033999, 41.5630490269663)",2023-08-18,Massachusetts,Bristol,,2000,6461.04
"(-73.31446304221743, 41.42398052765215)",2023-08-18,Connecticut,Western Connecticut,,2008,2301
"(-71.59266819649268, 43.43801387134901)",2023-08-18,New Hampshire,Merrimack,,3018,440
"(-74.03103958445988, 40.877494522245016)",2023-08-18,New Jersey,Bergen,,1019,40.01
"(-69.06124262362125, 44.83720243868496)",2023-08-18,Maine,Penobscot,,1019,110
"(-72.30218792190136, 43.6498480598146)",2023-08-18,New Hampshire,Grafton,,1000,9617.02
"(-71.29416069389733, 42.86477012005931)",2023-08-18,New Hampshire,Rockingham,,2000,36.01
"(-73.16511456796873, 41.17591331582084)",2023-08-18,Connecticut,Greater Bridgeport,,3003,744
"(-71.3821873434052, 42.94230925817939)",2023-08-18,New Hampshire,Hillsborough,,4009,10
"(-71.70366221367448, 43.6114238405303)",2023-08-18,New Hampshire,Grafton,,3009,9612.01
"(-71.3454045658177, 41.98865966629562)",2023-08-18,Massachusetts,Bristol,,3002,6303.01
"(-72.34397987547479, 41.63470527741583)",2023-08-18,Connecticut,Capitol,,2033,5261.01
"(-71.48534526784381, 42.875656952542)",2023-08-18,New Hampshire,Hillsborough,,2017,141.01
"(-71.19893783091695, 42.78180182049466)",2023-08-18,New Hampshire,Rockingham,,1002,1004.02
"(-70.99044609042804, 43.299046110243935)",2023-08-18,New Hampshire,Strafford,,3007,844
"(-71.00548589586906, 43.74623789503823)",2023-08-18,New Hampshire,Carroll,,1002,9558.01
"(-98.34647559272284, 29.45545853859104)",2023-08-18,Texas,Bexar,,3002,1316.15
"(-71.35375874170491, 42.57805190746269)",2023-08-18,Massachusetts,Middlesex,,1000,3171.03
"(-71.51430729254217, 43.209292291809554)",2023-08-18,New Hampshire,Merrimack,,3012,441
"(-71.34714994153933, 42.95977238839067)",2023-08-18,New Hampshire,Rockingham,,3029,40
"(-71.06945491543294, 42.283588507954335)",2023-08-18,Massachusetts,Suffolk,,1005,1004
"(-71.0968376603029, 42.48789275793849)",2023-08-18,Massachusetts,Middlesex,,2005,3372.01
"(-70.9997717420972, 42.76059633405769)",2023-08-18,Massachusetts,Essex,,3006,2641
"(-71.69154165883788, 43.746827417912286)",2023-08-18,New Hampshire,Grafton,,2016,9610.02
"(-71.14790092519262, 42.257045478517576)",2023-08-18,Massachusetts,Suffolk,,1004,1304.06
"(-71.52932107639849, 42.92449243497808)",2023-08-18,New Hampshire,Hillsborough,,2000,29.03
"(-71.69682651453, 42.41996045401493)",2023-08-18,Massachusetts,Worcester,,2005,7161.02
"(-71.1725977353608, 42.80141100063582)",2023-08-18,Massachusetts,Essex,,1023,2604.02
"(-70.19988930183848, 44.07996117713079)",2023-08-18,Maine,Androscoggin,,2003,205
"(-71.31874974334995, 42.64432866375056)",2023-08-18,Massachusetts,Middlesex,,1001,3111
"(-71.53457925341297, 42.01111275769912)",2023-08-18,Rhode Island,Providence,,2006,128.01
"(-79.78673347652135, 37.08347101097403)",2023-08-18,Virginia,Franklin,,1011,202
"(-71.57174572897623, 42.24312647089292)",2023-08-18,Massachusetts,Middlesex,,1016,3201.02
"(-71.16691729854425, 41.86506763058285)",2023-08-18,Massachusetts,Bristol,,4018,6151
"(-71.55762421887819, 43.14694533972792)",2023-08-18,New Hampshire,Merrimack,,2012,310.02
"(-71.51819998589771, 44.59877899971175)",2023-08-18,New Hampshire,Coos,,3011,9504
"(-71.38983748518643, 41.87163881313488)",2023-08-18,Rhode Island,Providence,,2012,161
"(-70.92365762929136, 42.55546211956828)",2023-08-18,Massachusetts,Essex,,3023,2111
"(-71.55344439978704, 41.96493984246413)",2023-08-18,Rhode Island,Providence,,1049,128.03
"(-71.10739156430307, 42.31761006758346)",2023-08-18,Massachusetts,Suffolk,,3003,1206
"(-71.51872813026047, 42.34416140737011)",2023-08-18,Massachusetts,Middlesex,,4002,3212
"(-71.67309549167354, 42.70678614575969)",2023-08-18,New Hampshire,Hillsborough,,1031,180.01
"(-71.31373892792821, 42.86630453469369)",2023-08-18,New Hampshire,Rockingham,,2004,36.01
"(-70.73987001549169, 43.22530288165089)",2023-08-18,Maine,York,,1047,350.01
"(-70.76887516085024, 42.62408136940864)",2023-08-18,Massachusetts,Essex,,3022,2221
"(-70.2644181717421, 43.66112359400301)",2023-08-18,Maine,Cumberland,,2001,6
"(-71.24439862089291, 42.47288483809326)",2023-08-18,Massachusetts,Middlesex,,1012,3587
"(-73.78940994073969, 40.92191633871384)",2023-08-18,New York,Westchester,,1007,64
"(-71.50840392708531, 42.774391822330166)",2023-08-18,New Hampshire,Hillsborough,,1005,103.02
"(-71.9032484541031, 41.74841042290041)",2023-08-18,Connecticut,Northeastern Connecticut,,2007,9071
"(-71.16519568389465, 42.97361928577043)",2023-08-18,New Hampshire,Rockingham,,2027,540
"(-71.07359015717029, 42.85515612432027)",2023-08-18,New Hampshire,Rockingham,,3005,1021
"(-72.27445618687085, 43.633992323596686)",2023-08-18,New Hampshire,Grafton,,2011,9618.01
"(-70.95990175596796, 42.15213386615093)",2023-08-18,Massachusetts,Norfolk,,3008,4221
"(-70.98265380654854, 43.26844104819674)",2023-08-18,New Hampshire,Strafford,,2015,845
"(-71.30982252436432, 41.90133408065214)",2023-08-18,Massachusetts,Bristol,,1001,6321
"(-71.45769681852433, 43.00072444462436)",2023-08-18,New Hampshire,Hillsborough,,3016,7
"(-73.72262905901626, 43.31730092703531)",2023-08-18,New York,Warren,,2005,709
"(-71.5629074375807, 43.03691524867765)",2023-08-18,New Hampshire,Hillsborough,,1006,27.02
"(-71.05549629468192, 42.577085620835454)",2023-08-18,Massachusetts,Middlesex,,2013,3301.01
"(-70.99066275344762, 43.29492766700199)",2023-08-18,New Hampshire,Strafford,,4000,844
"(-87.67418732030751, 41.69588603767977)",2023-08-18,Illinois,Cook,,3006,7502
"(-71.30068826005412, 42.754126812805424)",2023-08-18,New Hampshire,Hillsborough,,1009,2005
"(-70.45658274775167, 41.661407896264585)",2023-08-18,Massachusetts,Barnstable,,2001,150.01
"(-71.69008644511341, 44.03296511248334)",2023-08-18,New Hampshire,Grafton,,1009,9605
"(-71.36676541226021, 42.00611401263204)",2023-08-18,Massachusetts,Norfolk,,1012,4401.02
"(-71.31121976626754, 42.66266887377655)",2023-08-18,Massachusetts,Middlesex,,5008,3103
"(-71.24290593758516, 42.612414134485874)",2023-08-18,Massachusetts,Middlesex,,4012,3152
"(-71.47303847208643, 42.72628680567118)",2023-08-18,New Hampshire,Hillsborough,,6010,112
"(-72.91200272598178, 41.401390027439454)",2023-08-18,Connecticut,South Central Connecticut,,1000,1660.04
"(-71.14125491467044, 43.88447282292127)",2023-08-18,New Hampshire,Carroll,,1035,9555
"(-71.51326362571926, 43.47267828765893)",2023-08-18,New Hampshire,Belknap,,1001,9658.01
"(-69.98388129474263, 44.5006888007358)",2023-08-18,Maine,Kennebec,,4007,155
"(-72.06975269781401, 41.96004312054818)",2023-08-18,Connecticut,Northeastern Connecticut,,1059,9011.01
"(-71.67467033280882, 42.80549395081304)",2023-08-18,New Hampshire,Hillsborough,,2037,162.02
"(-71.25688269579932, 42.767349566099234)",2023-08-18,New Hampshire,Rockingham,,3011,1003.01
"(-71.16551378490817, 43.860485180165135)",2023-08-18,New Hampshire,Carroll,,1062,9555
"(-73.12297310123489, 41.32661481966313)",2023-08-18,Connecticut,Naugatuck Valley,,2010,1106.02
"(-71.29185658970357, 41.52991068916826)",2023-08-18,Rhode Island,Newport,,1021,403.04
"(-71.40177943775812, 41.892249631495325)",2023-08-18,Rhode Island,Providence,,1006,110
"(-72.21250824610487, 43.14369185828489)",2023-08-18,New Hampshire,Cheshire,,4011,9701
"(-73.05802604211627, 41.34332278983406)",2023-08-18,Connecticut,Naugatuck Valley,,1000,1251
"(-86.15897194203184, 43.07999801580063)",2023-08-18,Michigan,Ottawa,,2014,205.01
"(-71.16036693839257, 42.7354835256959)",2023-08-18,Massachusetts,Essex,,1002,2525.02
"(-72.60752264125213, 41.78162872644061)",2023-08-18,Connecticut,Capitol,,3008,5113
"(-71.22459607373054, 42.84072754464295)",2023-08-18,New Hampshire,Rockingham,,1010,1001
"(-72.81033237363775, 40.95797451900127)",2023-08-18,New York,Suffolk,,3026,1697.01
"(-71.45784909400683, 42.62031196575828)",2023-08-18,Massachusetts,Middlesex,,4019,3181
"(-71.18695923664863, 44.47868643023045)",2023-08-18,New Hampshire,Coos,,3010,9507
"(-71.13583774036769, 42.63915567117839)",2023-08-18,Massachusetts,Essex,,1005,2543.01
"(-70.93382245686917, 43.32698374920803)",2023-08-18,New Hampshire,Strafford,,3000,842.02
"(-71.56817402861297, 43.04211897154646)",2023-08-18,New Hampshire,Hillsborough,,1006,27.02
"(-71.18240417767583, 42.55948864352271)",2023-08-18,Massachusetts,Middlesex,,1025,3312
"(-70.9655641625779, 42.5162555904386)",2023-08-18,Massachusetts,Essex,,1003,2105
"(-72.03289740360535, 42.048525570872016)",2023-08-18,Massachusetts,Worcester,,3005,7575
"(-71.30183197706894, 42.54380409104039)",2023-08-18,Massachusetts,Middlesex,,4023,3164
"(-71.7584453871136, 43.01948036963804)",2023-08-18,New Hampshire,Hillsborough,,1043,210.02
"(-71.07468383986796, 42.56149525466444)",2023-08-18,Massachusetts,Middlesex,,1024,3301.02
"(-71.08385040120795, 42.60012659356687)",2023-08-18,Massachusetts,Middlesex,,1001,3301.01
"(-70.98198369804172, 42.69291925285536)",2023-08-18,Massachusetts,Essex,,1004,2131
"(-71.95159434938412, 42.230824655741934)",2023-08-18,Massachusetts,Worcester,,2000,7261
"(-71.17362333486665, 42.69262181134712)",2023-08-18,Massachusetts,Essex,,4010,2515
"(-71.35441443875092, 42.837585876372174)",2023-08-18,New Hampshire,Rockingham,,1042,39.01
"(-71.1528948604018, 42.81361949673455)",2023-08-18,Massachusetts,Essex,,1004,2604.02
"(-118.94268345004916, 34.164831146857466)",2023-08-18,California,Ventura,,4004,59.01
"(-71.3137027517505, 42.86627328145853)",2023-08-18,New Hampshire,Rockingham,,2004,36.01
"(-72.03606533216183, 42.066133186225066)",2023-08-18,Massachusetts,Worcester,,2004,7575
"(-74.34524845724307, 40.47365538308865)",2023-08-18,New Jersey,Middlesex,,2005,92
"(-71.45151207319076, 42.95802813606433)",2023-08-18,New Hampshire,Hillsborough,,5002,24
"(-71.45549381740067, 42.76965009921524)",2023-08-18,New Hampshire,Hillsborough,,1002,104
"(-71.149572317132, 42.25749862873448)",2023-08-18,Massachusetts,Suffolk,,1001,1304.06
"(-71.3878069940411, 42.78354126002029)",2023-08-18,New Hampshire,Hillsborough,,1000,121.01
"(-70.9057929105178, 42.55026366568188)",2023-08-18,Massachusetts,Essex,,4005,2172.02
"(-70.92733701744496, 43.26660421093868)",2023-08-18,New Hampshire,Strafford,,1010,841
"(-71.64315953658041, 43.10009781748153)",2023-08-18,New Hampshire,Merrimack,,1017,300
"(-71.22846492218858, 42.72416330077122)",2023-08-18,Massachusetts,Essex,,1000,2522.01
"(-71.4357656611343, 43.05970445961917)",2023-08-18,New Hampshire,Merrimack,,1010,442
"(-72.27812425059516, 42.94687227526362)",2023-08-18,New Hampshire,Cheshire,,2000,9713
"(-71.15264590380453, 42.6933052480536)",2023-08-18,Massachusetts,Essex,,3009,2517
"(-71.08697378886026, 42.41783497429968)",2023-08-18,Massachusetts,Middlesex,,1001,3399
"(-71.38386260633763, 42.64719062546224)",2023-08-18,Massachusetts,Middlesex,,2002,3173.02
"(-71.38796436620105, 42.92101211191799)",2023-08-18,New Hampshire,Rockingham,,2001,37.03
"(-74.27563199888314, 40.96511681003009)",2023-08-18,New Jersey,Passaic,,2007,2462.01
"(-73.24554280748553, 42.33457477305016)",2023-08-18,Massachusetts,Berkshire,,7020,9131
"(-71.2579046498743, 42.45085370788282)",2023-08-18,Massachusetts,Middlesex,,6016,3586
"(-70.97030698638282, 42.38760781674412)",2023-08-18,Massachusetts,Suffolk,,2005,1801.01
"(-71.41546079759927, 42.76444933468839)",2023-08-18,New Hampshire,Hillsborough,,4000,122.02
"(-71.03170040151556, 41.96692962703273)",2023-08-18,Massachusetts,Plymouth,,2022,5251.01
"(-71.45151455883092, 42.95933888793567)",2023-08-18,New Hampshire,Hillsborough,,5000,24
"(-71.7735404790242, 43.55396708474757)",2023-08-18,New Hampshire,Merrimack,,1030,415
"(-71.45999389872885, 42.96436633302887)",2023-08-18,New Hampshire,Hillsborough,,2002,24
"(-72.77749836237028, 44.85405273062137)",2023-08-18,Vermont,Franklin,,3081,102
"(-71.67437941277579, 42.88672928661822)",2023-08-18,New Hampshire,Hillsborough,,1022,195.02
"(-71.39485388888235, 43.03739983908344)",2023-08-18,New Hampshire,Rockingham,,1009,40
"(-72.46413517838513, 44.21526967204632)",2023-08-18,Vermont,Washington,,2013,9553
"(-73.06125135453267, 41.52707854930404)",2023-08-18,Connecticut,Naugatuck Valley,,4005,3516.02
"(-71.42729024538643, 42.767418930455335)",2023-08-18,New Hampshire,Hillsborough,,3012,122.02
"(-70.95844632090527, 42.26940247915885)",2023-08-18,Massachusetts,Norfolk,,3005,4178.01
"(-71.40984913893357, 42.715223428180025)",2023-08-18,New Hampshire,Hillsborough,,2019,123.02
"(-72.5144278771975, 41.76607996059731)",2023-08-18,Connecticut,Capitol,,1007,5148
"(-71.99276273798682, 41.33854116070513)",2023-08-18,Connecticut,Southeastern Connecticut,,2000,7029
"(-71.48683088768244, 43.02292959362423)",2023-08-18,New Hampshire,Hillsborough,,2007,2.03
"(-73.64647836263994, 42.68980824533171)",2023-08-18,New York,Rensselaer,,1000,523.06
"(-73.94208946703215, 40.79113279472961)",2023-08-18,New York,New York,,1001,170
"(-70.99024683563017, 43.129610822328296)",2023-08-18,New Hampshire,Strafford,,3004,805
"(-71.38486763320526, 41.726836730024814)",2023-08-18,Rhode Island,Kent,,1004,215.01
"(-74.88093791142508, 40.13167368535228)",2023-08-18,Pennsylvania,Bucks,,1006,1004.01
"(-70.81473697117391, 42.93676209843553)",2023-08-18,New Hampshire,Rockingham,,1016,650.05
"(-71.55107146787591, 42.62984779130121)",2023-08-18,Massachusetts,Middlesex,,2016,3261.02
"(-71.43881810709894, 43.1336039785065)",2023-08-18,New Hampshire,Merrimack,,3010,32.01
"(-71.1437581825629, 42.56811853594068)",2023-08-18,Massachusetts,Middlesex,,1015,3311.02
"(-71.3977657119152, 42.64893151431744)",2023-08-18,Massachusetts,Middlesex,,4002,3173.02
"(-74.12032850099376, 41.10914228174437)",2023-08-18,New York,Rockland,,1012,116.03
"(-71.03729421583928, 42.36685124694071)",2023-08-18,Massachusetts,Suffolk,,2003,504
"(-71.13366753123009, 42.15248307456771)",2023-08-18,Massachusetts,Norfolk,,2008,4151.03
"(-71.48295205696073, 42.72815695787962)",2023-08-18,New Hampshire,Hillsborough,,3033,113
"(-71.07026151746905, 42.32248934012065)",2023-08-18,Massachusetts,Suffolk,,2009,906
"(-71.17966115295971, 43.18128157915302)",2023-08-18,New Hampshire,Rockingham,,1030,570
"(-71.16893489966611, 42.69446018363069)",2023-08-18,Massachusetts,Essex,,4000,2515
"(-71.36862554631365, 43.17386822288093)",2023-08-18,New Hampshire,Merrimack,,3027,340
"(-72.12425183801886, 43.33863170617742)",2023-08-18,New Hampshire,Sullivan,,1030,9753
"(-71.54069077396048, 42.62271648606006)",2023-08-18,Massachusetts,Middlesex,,1006,3261.02
"(-71.55245265621885, 42.841484178924624)",2023-08-18,New Hampshire,Hillsborough,,2007,143.02
"(-71.9962019659611, 44.09743523065266)",2023-08-18,New Hampshire,Grafton,,2034,9606
"(-73.92349378948956, 40.82820661077013)",2023-08-18,New York,Bronx,,2004,195
"(-70.78308052333406, 43.4460573813094)",2023-08-18,Maine,York,,1017,302.01
"(-74.4365817487271, 40.66534950076987)",2023-08-18,New Jersey,Union,,2000,382.02
"(-83.28574191659065, 42.32405127780479)",2023-08-18,Michigan,Wayne,,2005,5747
"(-71.25444102816697, 43.64095661059182)",2023-08-18,New Hampshire,Carroll,,2021,9564
"(-71.60059889854108, 43.0261867633157)",2023-08-18,New Hampshire,Hillsborough,,2004,27.02
"(-74.21314822989264, 40.704481336074494)",2023-08-18,New Jersey,Essex,,2001,47
"(-71.14130925382328, 42.4802464016116)",2023-08-18,Massachusetts,Middlesex,,4002,3334
"(-79.76916061573792, 36.09811668148435)",2023-08-18,North Carolina,Guilford,,1015,103
"(-71.2036200633271, 42.71537328945514)",2023-08-18,Massachusetts,Essex,,2000,2522.01
"(-71.74799773272811, 42.9902316086484)",2023-08-18,New Hampshire,Hillsborough,,3037,200
"(-71.76436908944765, 42.2306974518842)",2023-08-18,Massachusetts,Worcester,,1009,7328.02
"(-71.46778224198465, 42.96481203882772)",2023-08-18,New Hampshire,Hillsborough,,4003,24
"(-116.98436185867712, 33.73210287611163)",2023-08-18,California,Riverside,,1008,433.07
"(-71.25743910910595, 42.63701495789471)",2023-08-18,Massachusetts,Middlesex,,2029,3151
"(-72.92084330871138, 41.53596002574809)",2023-08-18,Connecticut,Naugatuck Valley,,3001,3432
"(-71.72423004310488, 43.13896951718253)",2023-08-18,New Hampshire,Hillsborough,,2028,210.01
"(-71.63348575985826, 43.02814253131971)",2023-08-18,New Hampshire,Hillsborough,,2014,27.01
"(-73.2539420302318, 44.16876033069151)",2023-08-18,Vermont,Addison,,1011,9603
"(-71.13539458768186, 43.45867638995277)",2023-08-18,New Hampshire,Strafford,,2015,885
"(-70.48366574587848, 41.60056230098057)",2023-08-18,Massachusetts,Barnstable,,2062,151
"(-71.66453159848575, 42.74205306390637)",2023-08-18,New Hampshire,Hillsborough,,2015,180.02
"(-71.52772944225293, 43.628793933792245)",2023-08-18,New Hampshire,Belknap,,2020,9653
"(-71.14357277920875, 42.38042007187592)",2023-08-18,Massachusetts,Middlesex,,2003,3543
"(-72.61624155055229, 41.8344492433324)",2023-08-18,Connecticut,Capitol,,1022,4873
"(-71.4441136152731, 42.84459019067016)",2023-08-18,New Hampshire,Hillsborough,,1013,131.02
"(-71.7381875830043, 43.11015789634455)",2023-08-18,New Hampshire,Hillsborough,,2033,210.01
"(-70.79244966881367, 43.37623726722972)",2023-08-18,Maine,York,,1018,330
"(-71.47299210708766, 41.736856244243455)",2023-08-18,Rhode Island,Providence,,1014,142
"(-71.7601774003297, 41.341921269794426)",2023-08-18,Rhode Island,Washington,,2043,509.02
"(-71.62032300128743, 43.31108986639922)",2023-08-18,New Hampshire,Merrimack,,3003,380
"(-72.57240026198254, 42.140979705180754)",2023-08-18,Massachusetts,Hampden,,1006,8002.01
"(-70.77595328296074, 43.06057595207929)",2023-08-18,New Hampshire,Rockingham,,1009,1072
"(-71.38365027508576, 42.61142208046082)",2023-08-18,Massachusetts,Middlesex,,2002,3172.02
"(-71.5492161959421, 42.20217240062187)",2023-08-18,Massachusetts,Middlesex,,2013,3201.02
"(-71.4769415006899, 42.975424328235626)",2023-08-18,New Hampshire,Hillsborough,,1020,23
"(-71.54145430350313, 42.97414623442264)",2023-08-18,New Hampshire,Hillsborough,,4003,29.02
"(-73.20582273765774, 41.21361705356384)",2023-08-18,Connecticut,Greater Bridgeport,,2002,727
"(-71.6791168638482, 42.934128639771046)",2023-08-18,New Hampshire,Hillsborough,,1050,200
"(-79.71979604391802, 39.90833317125529)",2023-08-18,Pennsylvania,Fayette,,1018,2619
"(-71.59805088853001, 42.84362133702928)",2023-08-18,New Hampshire,Hillsborough,,2009,152
"(-70.98749317848399, 42.77694033522016)",2023-08-18,Massachusetts,Essex,,3011,2631
"(-71.17873605509973, 42.8342092874594)",2023-08-18,New Hampshire,Rockingham,,3010,1031
"(-74.2954448489407, 40.1505803451932)",2023-08-18,New Jersey,Ocean,,3015,7171.01
"(-71.74677297055351, 43.59775842732912)",2023-08-18,New Hampshire,Grafton,,2014,9612.01
"(-74.42457679685216, 40.61798046371686)",2023-08-18,New Jersey,Union,,2000,393.02
"(-71.44333895998594, 42.87011283622117)",2023-08-18,New Hampshire,Hillsborough,,3004,131.02
"(-71.23071961960454, 42.735339174144)",2023-08-18,Massachusetts,Essex,,1017,2522.02
"(-117.95014598834422, 33.83428171762206)",2023-08-18,California,Orange,,5004,871.02
"(-71.15524951919879, 42.91505297056803)",2023-08-18,New Hampshire,Rockingham,,2036,520
"(-71.05963418394845, 42.50623570037458)",2023-08-18,Massachusetts,Middlesex,,2011,3353.02
